db_id,job_id,source,company,job_title,location,deadline,detail_url,matched,matched_company_id,matched_parent_name,match_method,alias_mapping_source,alias_confidence,alias_reason
46568,tata_68ec64dab4f10df6926e5df3,tatawangshen,,投资管理、政策研究管理培训生KGZBZL,,,https://q.yingjiesheng.com/jobdetail/168562397.html,False,,,unmatched,,,
46569,tata_68ec53afb4f10df6926e5dcb,tatawangshen,,投资管理、项目开发管理培训生KGZBZL,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68ec3db2affb624602f8f6a4&postType=campus,False,,,unmatched,,,
46570,tata_68eb73fa88a912197a1a9ac6,tatawangshen,,算法工程师（功率预测方向）JSYJY/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb2076affb624602f69843&postType=campus,False,,,unmatched,,,
46571,tata_68eb729b88a912197a1a9a59,tatawangshen,,财务管理岗HZSC,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb5b4db7da1347a9b43acf&postType=campus,False,,,unmatched,,,
46572,tata_68ec64e6b4f10df6926e5df8,tatawangshen,,现货交易管理岗HNGD/管理培训生,,,https://q.yingjiesheng.com/jobdetail/168558636.html,False,,,unmatched,,,
46573,tata_68ec64e8b4f10df6926e5df9,tatawangshen,,科技创新工程师HNGD/管理培训生,,,https://q.yingjiesheng.com/jobdetail/168558602.html,False,,,unmatched,,,
46574,tata_68eb73e888a912197a1a9abd,tatawangshen,,量价交易管理岗HBBJSD/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb2505affb624602f69f62&postType=campus,False,,,unmatched,,,
46575,tata_68eb73f688a912197a1a9ac4,tatawangshen,,产品经理（功率预测方向）JSYJY/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb2145b7da1347a9b3caa4&postType=campus,False,,,unmatched,,,
46576,tata_68eb740888a912197a1a9ac9,tatawangshen,,前沿技术研发工程师（AI电力）JSYJY/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb1fd3c30dea2edcdbf920&postType=campus,False,,,unmatched,,,
46577,tata_68eb740e88a912197a1a9acb,tatawangshen,,前沿技术研究工程师（AI大模型电力）JSYJY/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb1f28affb624602f69680&postType=campus,False,,,unmatched,,,
46578,tata_68eb741c88a912197a1a9ace,tatawangshen,,数字能源技术工程师JSYJY/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb1e44b7da1347a9b3c667&postType=campus,False,,,unmatched,,,
46579,tata_68eb742b88a912197a1a9ad1,tatawangshen,,项目管理岗HNGZ/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb1dd1affb624602f694b0&postType=campus,False,,,unmatched,,,
46580,tata_68eb741f88a912197a1a9ad0,tatawangshen,,气象大模型研发工程师JSYJY/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb1db8affb624602f69483&postType=campus,False,,,unmatched,,,
46581,tata_68eb742f88a912197a1a9ad3,tatawangshen,,电力交易技术研发工程师JSYJY/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb1d31affb624602f693d8&postType=campus,False,,,unmatched,,,
46582,tata_68eb746888a912197a1a9ae1,tatawangshen,,数据平台开发工程师JSYJY/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb17d0b7da1347a9b3bc68&postType=campus,False,,,unmatched,,,
46583,tata_68eb747788a912197a1a9ae7,tatawangshen,,软件开发工程师JSYJY/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb1640affb624602f68786&postType=campus,False,,,unmatched,,,
46584,tata_68eb74a688a912197a1a9af5,tatawangshen,,交易管理岗HNSD/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb11d7affb624602f6812c&postType=campus,False,,,unmatched,,,
46585,tata_68eb74ef88a912197a1a9b04,tatawangshen,,系统管理工程师JSYJY/管理培训生,,,https://wecruit.hotjob.cn/SU6149ff530dcad47003d01511/pb/posDetail.html?postId=68eb0a75c30dea2edcdbdd73&postType=campus,False,,,unmatched,,,
48959,tata_68d4309e39e7fd7091fdad11,tatawangshen,,行政管理岗,,,https://www.iguopin.com/job/detail?id=166463703581987358,False,,,unmatched,,,
48960,tata_68d4308f39e7fd7091fdad0a,tatawangshen,,战略管理岗,,,https://www.iguopin.com/job/detail?id=166463705444258334,False,,,unmatched,,,
50387,tata_68cc4cd8d4f797386d7a819d,tatawangshen,,后端开发岗,,,https://www.iguopin.com/job/detail?id=165864376631300226,False,,,unmatched,,,
50388,tata_68cc4cd3d4f797386d7a819b,tatawangshen,,电力交易岗,,,https://www.iguopin.com/job/detail?id=165865747782828193,False,,,unmatched,,,
50389,tata_68cc4cc9d4f797386d7a8197,tatawangshen,,算法开发岗,,,https://www.iguopin.com/job/detail?id=165867471557886112,False,,,unmatched,,,
53464,tata_68bea24e29413205a1c42f5f,tatawangshen,,科创二十六所人工智能应用工程师,,,https://wecruit.hotjob.cn/SU64ca1e016202cc125d4838b0/pb/posDetail.html?postId=68be392b778ced4f392c46c9&postType=campus,False,,,unmatched,,,
56815,tata_68b3605f401db46ca7d4ab97,tatawangshen,,业务部-项目助理岗,,,https://wecruit.hotjob.cn/SU66b07c561eb8054b1a48e9dd/pb/posDetail.html?postId=68b2ce87720ec026827268ee&postType=campus,False,,,unmatched,,,
56816,tata_68b36060401db46ca7d4ab98,tatawangshen,,产融创新部-项目助理岗,,,https://wecruit.hotjob.cn/SU66b07c561eb8054b1a48e9dd/pb/posDetail.html?postId=68b2d14e89a3b937c14ccb66&postType=campus,False,,,unmatched,,,
56817,tata_68b36061401db46ca7d4ab99,tatawangshen,,战略运营部（研究中心）-战略规划岗,,,https://wecruit.hotjob.cn/SU66b07c561eb8054b1a48e9dd/pb/posDetail.html?postId=68b2d26f778ced4f390b55dd&postType=campus,False,,,unmatched,,,
59158,tata_68a788636d2774f15d91567c,tatawangshen,,高中竞赛教师（数学）-深圳分校-26秋招,,,https://app.mokahr.com/campus-recruitment/tal/140048#/job/929fe353-e3f2-499d-a3d1-629188ad9b8c,False,,,unmatched,,,
62950,tata_6888cab1005c37d1885d1952,tatawangshen,,模型评测工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/5a529b59-6e53-4fc4-8ad4-5bedf527facc,False,,,unmatched,,,
62951,tata_6888cab2005c37d1885d1953,tatawangshen,,仿真开发工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/5b1526ce-28a8-4800-a58c-da14462c3a0c,False,,,unmatched,,,
62952,tata_6888cada005c37d1885d1955,tatawangshen,,云端模型算法工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/1736fe49-0d0d-4c54-854d-760ec0f231ee,False,,,unmatched,,,
62953,tata_6888cae0005c37d1885d195b,tatawangshen,,端到端规划算法工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/6dd5b373-022c-4670-86e5-348821ee384e,False,,,unmatched,,,
62954,tata_6888cae2005c37d1885d195c,tatawangshen,,端到端环境模型算法工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/94ac60e8-d9c5-4f67-8a3a-6568f369bb3b,False,,,unmatched,,,
62955,tata_6888cae4005c37d1885d195e,tatawangshen,,生成式模型算法研究员,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/b277121b-aae3-45df-b9c4-4cd9e21645c7,False,,,unmatched,,,
62956,tata_6888cae5005c37d1885d195f,tatawangshen,,自动驾驶地图感知算法工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/9ad22161-4890-452a-9bbb-4a008a9dc46d,False,,,unmatched,,,
62957,tata_6888cae9005c37d1885d1960,tatawangshen,,自动驾驶OCC感知算法工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/6bf8d570-eabc-4185-ad45-e4cb09adbb35,False,,,unmatched,,,
62958,tata_6888caea005c37d1885d1961,tatawangshen,,自动驾驶端到端算法工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/45d24031-84be-4f89-9af1-5996f6553cb3,False,,,unmatched,,,
62959,tata_6888caeb005c37d1885d1962,tatawangshen,,自动驾驶感知算法研究员,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/c99ce806-ab90-40ee-b094-e3630e567563,False,,,unmatched,,,
62960,tata_6888caf3005c37d1885d1964,tatawangshen,,自动驾驶slam算法研究员,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/627a980c-2ec6-4903-839c-943343e5487b,False,,,unmatched,,,
62961,tata_6888caf5005c37d1885d1966,tatawangshen,,自动驾驶融合算法研究员,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/3de4c325-1578-4d79-9057-6adfdecbaa64,False,,,unmatched,,,
62962,tata_6888ca5d005c37d1885d193d,tatawangshen,,【千里马计划】端到端自动驾驶算法研究员,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/5e76f6bf-bdfd-40b8-9e90-970c692235f4,False,,,unmatched,,,
62963,tata_6888ca5c005c37d1885d193c,tatawangshen,,【千里马计划】世界模型算法研究员,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/03eab079-6cfb-4a8c-9165-ff875abd855c,False,,,unmatched,,,
63188,tata_688563db566a0b0cdb5487c6,tatawangshen,,管培生-深圳分公司,,,https://q.yingjiesheng.com/jobdetail/162925877.html,False,,,unmatched,,,
63189,tata_688563d8566a0b0cdb5487c4,tatawangshen,,管培生-四川省分公司,,,https://q.yingjiesheng.com/jobdetail/162925878.html,False,,,unmatched,,,
63190,tata_688563d7566a0b0cdb5487c3,tatawangshen,,管培生-广东省分公司,,,https://q.yingjiesheng.com/jobdetail/162925874.html,False,,,unmatched,,,
63191,tata_688563e3566a0b0cdb5487cb,tatawangshen,,管培生-总公司营业部,,,https://q.yingjiesheng.com/jobdetail/162925882.html,False,,,unmatched,,,
63192,tata_688563e2566a0b0cdb5487ca,tatawangshen,,管培生-上海分公司,,,https://q.yingjiesheng.com/jobdetail/162925876.html,False,,,unmatched,,,
63193,tata_688563de566a0b0cdb5487c8,tatawangshen,,管培生-总公司,,,https://q.yingjiesheng.com/jobdetail/162925880.html,False,,,unmatched,,,
63194,tata_688563dd566a0b0cdb5487c7,tatawangshen,,管培生-浙江省分公司,,,https://q.yingjiesheng.com/jobdetail/162925879.html,False,,,unmatched,,,
64550,tata_686574702c6270ec253e6bea,tatawangshen,,战略运营,,,https://xiaoyuan.zhaopin.com/job/CC292610920J40650697902,False,,,unmatched,,,
64551,tata_6865746f2c6270ec253e6be9,tatawangshen,,投资拓展,,,https://xiaoyuan.zhaopin.com/job/CC292610920J40650697802,False,,,unmatched,,,
64910,tata_682cd850dcc4ce03bd00140a,tatawangshen,,26校招-高中数学竞赛教练,,,https://app.mokahr.com/recommendation-apply/tal/128029#/job/f54ce2f4-90b4-404c-9db7-b10b2b586a3a,False,,,unmatched,,,
64911,tata_682cd84cdcc4ce03bd001408,tatawangshen,,26校招-中学学习教练,,,https://app.mokahr.com/recommendation-apply/tal/128029#/job/ae9175a5-6cf8-4925-ba3f-c304b644a3cb,False,,,unmatched,,,
68026,tata_68d44c24b7ca601e8897b68e,tatawangshen,,全球培训生-全球采购方向（GlobalTrainee-GlobalProcurement）,,,https://lkksh.zhiye.com/campus/detail?jobAdId=7441cec0-5c37-43a0-ae4b-6a5821807da5,False,,,unmatched,,,
68027,tata_68d28e8439e7fd7091fd9b48,tatawangshen,,全球培训生-产品研发方向（GlobalTrainee-ProductDevelopment）,,,https://lkksh.zhiye.com/campus/detail?jobAdId=ff5dac1b-1a25-48c2-a34d-73f900c58d6a,False,,,unmatched,,,
68028,tata_68d28e8539e7fd7091fd9b49,tatawangshen,,全球培训生-企业事务方向（GlobalTrainee-CorporateAffairs）,,,https://lkksh.zhiye.com/campus/detail?jobAdId=fdcea7f6-2e39-4c38-baad-33bf6e73b1b3,False,,,unmatched,,,
68029,tata_68d28e8639e7fd7091fd9b4a,tatawangshen,,全球培训生-全球市场方向（GlobalTrainee-GlobalMarketing）,,,https://lkksh.zhiye.com/campus/detail?jobAdId=a72d66d4-11f6-4395-ae66-e29aa6ec461a,False,,,unmatched,,,
68030,tata_68d28e8739e7fd7091fd9b4c,tatawangshen,,全球培训生-商业分析与洞察方向（GlobalTrainee-BA&Insights）,,,https://lkksh.zhiye.com/campus/detail?jobAdId=44c8012a-76ba-4889-a3b9-a59201802004,False,,,unmatched,,,
68031,tata_68d28e8839e7fd7091fd9b4d,tatawangshen,,全球培训生-新零售运营方向（GlobalTrainee-NewRetailOperation）,,,https://lkksh.zhiye.com/campus/detail?jobAdId=021cf119-6ae2-4f51-a5b6-25cec167273a,False,,,unmatched,,,
68032,tata_68d28e8939e7fd7091fd9b4f,tatawangshen,,全球培训生-人力资源方向（GlobalTrainee-HumanResource）,,,https://lkksh.zhiye.com/campus/detail?jobAdId=e061f84d-d2d6-4fc5-8a8b-10ba28287a6a,False,,,unmatched,,,
68033,tata_68d28e8839e7fd7091fd9b4e,tatawangshen,,全球培训生-数字创新方向（GlobalTrainee-DigitalInnovation）,,,https://lkksh.zhiye.com/campus/detail?jobAdId=f50bfa9d-352f-488c-97cb-7724ececfdc3,False,,,unmatched,,,
68034,tata_68d28e8b39e7fd7091fd9b53,tatawangshen,,全球培训生-技术业务开发方向（GlobalTrainee-TechnicalBusinessDevelopment）,,,https://lkksh.zhiye.com/campus/detail?jobAdId=299d9027-b047-4e15-b339-881557274455,False,,,unmatched,,,
68035,tata_68d28e8a39e7fd7091fd9b50,tatawangshen,,全球培训生-品类管理方向（GlobalTrainee-CategoryManagement）,,,https://lkksh.zhiye.com/campus/detail?jobAdId=72fa8423-3103-47ed-aede-544b148a3eee,False,,,unmatched,,,
69584,tata_689cdb2572ffc68a78dd7021,tatawangshen,,26校招-领航者计划-学科产品方向(尽快到岗）,,,https://app.mokahr.com/recommendation-apply/tal/128029#/job/48668f30-8f97-420f-8f56-31525e07b362,False,,,unmatched,,,
69621,tata_689a3a3c0d34c3b099c31117,tatawangshen,,2025HongKongGraduateProgram-StaffAccountant/StaffAssociate,,,https://wecruit.hotjob.cn/SU64cb4dea6202cc125d4a96f7/pb/posDetail.html?postId=689953f6b8fdf84cde17d853&postType=campus,False,,,unmatched,,,
69903,tata_688d09a448f3e366dec47a39,tatawangshen,,2026HongKongGraduateProgram-StaffAccountant/StaffAssociate,,,https://wecruit.hotjob.cn/SU64cb4dea6202cc125d4a96f7/pb/posDetail.html?postId=688c2b9543ff28443385c4e9&postType=campus,False,,,unmatched,,,
70013,tata_6888cadc005c37d1885d1957,tatawangshen,,AI系统工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/4cdaa890-a96f-49f0-8f7e-175e126c40df,False,,,unmatched,,,
70014,tata_6888cadd005c37d1885d1958,tatawangshen,,决策规划控制算法工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/c64bbeaf-7637-40c8-9da9-397fd0a7484f,False,,,unmatched,,,
70015,tata_6888cae3005c37d1885d195d,tatawangshen,,自动驾驶VLM多模态大模型算法工程师,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/d8e7994b-8385-4488-9d65-510d25c048f1,False,,,unmatched,,,
70016,tata_6888caed005c37d1885d1963,tatawangshen,,自动驾驶定位算法研究员,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/4752c946-2ca2-49dd-b38b-afa49960afcc,False,,,unmatched,,,
70017,tata_6888ca5f005c37d1885d193f,tatawangshen,,【千里马计划】多模态生成大模型研究员,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/01817bba-a026-4791-94c3-0ac74a7e7d4c,False,,,unmatched,,,
70018,tata_6888ca5e005c37d1885d193e,tatawangshen,,【千里马计划】VLA算法研究员,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/23e0d6d2-aee7-4eb7-b932-35d04e4b92a9,False,,,unmatched,,,
70019,tata_6888ca5b005c37d1885d193b,tatawangshen,,【千里马计划】决策规划控制算法研究员,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/1cc68d52-c522-42ed-8678-cef016bc354a,False,,,unmatched,,,
77664,tata_6971d06a75748b6da147edfe,tatawangshen,,安永战略与交易咨询实习生,,,https://wecruit.hotjob.cn/SU640192b0bef57c71d90d025a/pb/posDetail.html?postId=6970b76c2ceb467a555a0fe2&postType=intern,False,,,unmatched,,,
78846,tata_6937db127d73394d6aca70b3,tatawangshen,,数字媒体实习生,,,https://wecruit.hotjob.cn/SU623189e10dcad4744678ba02/pb/posDetail.html?postId=6937c230ea11b01b6c604fb3&postType=society,False,,,unmatched,,,
79253,tata_692812cc64ca7e2f14ad65b0,tatawangshen,,软件工程实习生,,,https://wecruit.hotjob.cn/SU623189e10dcad4744678ba02/pb/posDetail.html?postId=6927c4fbe3842960d1a56491&postType=campus,False,,,unmatched,,,
80653,tata_68f1832481abf794962eaacd,tatawangshen,,金融产品经理实习生,,,https://app.mokahr.com/campus-recruitment/futu5/142676#/job/0a04652d-2e7a-4c11-bb12-33cd614d7afe,False,,,unmatched,,,
81803,tata_68c9ca7c32089f227584e254,tatawangshen,,研发效能产品实习生,,,https://app.mokahr.com/campus-recruitment/futu5/142676#/job/73dd422c-9537-49dd-87b9-0ce02305fe66,False,,,unmatched,,,
81805,tata_68c86d67fe9816c28a0d21b0,tatawangshen,,代币上架与业务拓展实习生,,,https://app.mokahr.com/campus-recruitment/futu5/142676#/job/d6544b37-b383-434e-83f6-919df046243f,False,,,unmatched,,,
83905,tata_689f69fa169c583c05738dde,tatawangshen,,新媒体运营实习生,,,https://app.mokahr.com/campus-recruitment/futu5/142676#/job/993913ed-2f8a-4d35-b4dc-aae8d2821453,False,,,unmatched,,,
84272,tata_6893e02d1c8bd01ebaad0273,tatawangshen,,安永税务信息化服务实习生,,,https://wecruit.hotjob.cn/SU640192b0bef57c71d90d025a/pb/posDetail.html?postId=6893030ab8fdf84cde11725f&postType=intern,False,,,unmatched,,,
84727,tata_6888ca62005c37d1885d1941,tatawangshen,,工具链平台产品实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/6f543067-00d7-4795-a435-9c03b9d11308,False,,,unmatched,,,
84728,tata_6888ca91005c37d1885d1943,tatawangshen,,云端模型算法实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/bff38d4d-1b3a-4835-ab9d-423b3115db82,False,,,unmatched,,,
84729,tata_6888ca95005c37d1885d1944,tatawangshen,,自动驾驶端到端规划算法实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/9b29a8b6-051b-4df1-bb61-0c631680e84e,False,,,unmatched,,,
84730,tata_6888ca98005c37d1885d1945,tatawangshen,,自动驾驶端到端感知算法实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/7ad90ae8-b2f2-438d-8884-46449c324c5f,False,,,unmatched,,,
84731,tata_6888ca9b005c37d1885d1946,tatawangshen,,感知算法实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/c575157a-9314-4fd7-a5d2-c74f65104015,False,,,unmatched,,,
84732,tata_6888ca9c005c37d1885d1947,tatawangshen,,决策规划实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/b6d763f7-60aa-4e3f-b425-24505de25410,False,,,unmatched,,,
84733,tata_6888ca9e005c37d1885d1948,tatawangshen,,地图定位实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/3e1ada30-8b95-48ed-9b85-b7f01cd689d7,False,,,unmatched,,,
84734,tata_6888caa0005c37d1885d1949,tatawangshen,,模型评测实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/5abd6d33-2ba7-40c1-8f15-240fc9700c59,False,,,unmatched,,,
84735,tata_6888caa1005c37d1885d194a,tatawangshen,,自动驾驶模型算法实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/5380eaf6-cae0-4fec-bf1c-0a87deb8d55c,False,,,unmatched,,,
84736,tata_6888caa6005c37d1885d194c,tatawangshen,,自动驾驶功能软件实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/17cc6481-09b7-497b-91fa-610e30047a7d,False,,,unmatched,,,
84737,tata_6888caa7005c37d1885d194d,tatawangshen,,slam算法实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/334e6442-0958-4a0d-8885-dfec7c6105d7,False,,,unmatched,,,
84738,tata_6888caaa005c37d1885d1950,tatawangshen,,自动驾驶c++开发实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/db22b0d5-9641-4e36-bfb0-ee959bd09f6f,False,,,unmatched,,,
86310,tata_686d4ce7566a0b0cdb542bcf,tatawangshen,,战略及商业分析实习生,,,https://app.mokahr.com/campus-recruitment/futu5/142676#/job/3b56caee-b85a-467e-844d-d41443af2b06,False,,,unmatched,,,
86803,tata_6851edf434f900195a03eb18,tatawangshen,,金融科技与创新-金融服务管理咨询实习生,,,https://wecruit.hotjob.cn/SU640192b0bef57c71d90d025a/pb/posDetail.html?postId=685125f96f05474ad8afdc53&postType=intern,False,,,unmatched,,,
87391,tata_681b3464dca2191d674ba4f1,tatawangshen,,学而思网校校招-学科产品实习生,,,https://app.mokahr.com/campus-recruitment/tal/146181#/job/35c08470-2294-4831-9389-f559af84bfdb,False,,,unmatched,,,
90561,tata_688ceb6513abc608081276bf,tatawangshen,,AI系统实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/a69c0d01-0eef-4646-b979-d1371b1b9bb4,False,,,unmatched,,,
90620,tata_6888caa9005c37d1885d194f,tatawangshen,,自动驾驶预测规划算法实习生,,,https://app.mokahr.com/campus-recruitment/megviihr/140893#/job/56dfba2b-01a8-495f-9d6a-a19668352079,False,,,unmatched,,,
47650,tata_68dae8c72c46c38b89db1198,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,投资管理岗,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40955893504,False,,,unmatched,,,
47904,tata_68d8447bb7ca601e8897d623,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,信息化工程师,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40955291104,False,,,unmatched,,,
47905,tata_68d99a83b7ca601e8897db33,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,数据架构师,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40954447204,False,,,unmatched,,,
48278,tata_68d6f31bb7ca601e8897cf8d,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,产业发展集团-投资管理,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40955287104,False,,,unmatched,,,
48279,tata_68d6f31cb7ca601e8897cf8e,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,集团-战略管理岗,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40955287004,False,,,unmatched,,,
49590,tata_68cf6461d4f797386d7a96a1,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,电子开发工程师,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40953994504,False,,,unmatched,,,
67920,tata_68d99951b7ca601e8897db27,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,产品设计工程师,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40956011904,False,,,unmatched,,,
68083,tata_68d2fe8639e7fd7091fd9fd0,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,产品结构工程师,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40953997104,False,,,unmatched,,,
68142,tata_68d05743d4f797386d7a99b3,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,产品工程师,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40953998604,False,,,unmatched,,,
68143,tata_68d1a7b7b7ca601e8897a137,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,区域销售经理,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40953997404,False,,,unmatched,,,
68168,tata_68cf64b7d4f797386d7a96c3,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,智能钻井高级算法工程师,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40953996704,False,,,unmatched,,,
68169,tata_68cf6438d4f797386d7a9693,tatawangshen,2025“蓉漂人才荟”南京航空航天大学专场活动,成都香城智慧城市科技有限责任公司系统研发岗,,,https://xiaoyuan.zhaopin.com/job/CCL1427508060J40953995204,False,,,unmatched,,,
